Gene.primaryIdentifier	Gene.name	Gene.symbol	Gene.description	Gene.chr	Gene.mitoEvidenceMitoCarta	Gene.mitoEvidenceIMPI	Gene.mitoEvidenceGO	Gene.mitoEvidenceHumanProteinAtlas	Gene.MTSipsort	Gene.MTSmitofates	Gene.MTSmitoprot	Gene.MTStargetP
ENSG00000166548	7084	TK2	thymidine kinase 2, mitochondrial	16	true	true	true	false	1.0	0.949	0.9882	0.877
ENSG00000178307	8834	TMEM11	transmembrane protein 11	17	true	true	true	true	1.0	0.152	0.3009	0.843
ENSG00000171202	84233	TMEM126A	transmembrane protein 126A	11	true	true	true	false	0.0	0.0	0.0045	0.036
ENSG00000171204	55863	TMEM126B	transmembrane protein 126B	11	true	true	true	true	0.0	0.0	0.017	0.157
ENSG00000161558	55260	TMEM143	transmembrane protein 143	19	true	true	true	false	0.0	0.976	0.8267	0.809
ENSG00000137210	81853	TMEM14B	transmembrane protein 14B	6	false	true	false	false	0.0	0.003	0.1342	0.039
ENSG00000130748	54958	TMEM160	transmembrane protein 160	19	false	true	true	false	1.0	0.522	0.9967	0.929
ENSG00000184584	340061	TMEM173	transmembrane protein 173	5	false	true	true	false	0.0	0.0	0.0618	0.141
ENSG00000184857	25880	TMEM186	transmembrane protein 186	16	true	true	true	false	1.0	0.857	0.8716	0.832
ENSG00000135185	79161	TMEM243	transmembrane protein 243, mitochondrial	7	false	true	false	false	0.0	0.0	0.1801	0.17
ENSG00000262481	""	TMEM256-PLSCR3	Uncharacterized protein 	17	false	true	false	false	0.0	0.392	0.812	0.862
ENSG00000137038	90871	TMEM261	transmembrane protein 261	9	false	true	false	false	0.0	0.026	0.132	0.361
ENSG00000164983	157378	TMEM65	transmembrane protein 65	8	true	true	true	false	1.0	0.963	0.9949	0.917
ENSG00000159596	51249	TMEM69	transmembrane protein 69	1	false	true	false	false	1.0	0.944	0.931	0.883
ENSG00000175606	54968	TMEM70	transmembrane protein 70	8	true	true	true	true	0.0	0.031	0.9919	0.573
ENSG00000153214	84910	TMEM87B	transmembrane protein 87B	2	false	true	false	false	1.0	0.972	0.9898	0.851
ENSG00000185973	55217	TMLHE	trimethyllysine hydroxylase, epsilon	X	true	true	true	true	0.0	0.391	0.6355	0.437
ENSG00000173726	9804	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	1	true	true	true	true	0.0	0.008	0.066	0.123
ENSG00000196860	387990	TOMM20L	translocase of outer mitochondrial membrane 20 homolog (yeast)-like	14	false	true	true	false	0.0	0.494	0.9647	0.581
ENSG00000100216	56993	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast)	22	true	true	true	true	0.0	0.0	0.005	0.172
ENSG00000025772	10953	TOMM34	translocase of outer mitochondrial membrane 34	20	true	true	true	false	0.0	0.0	0.0661	0.119
ENSG00000130204	10452	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	19	true	true	true	true	0.0	0.0	0.0242	0.159
ENSG00000158882	84134	TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	1	true	true	true	false	0.0	0.0	0.8374	0.45
ENSG00000175768	401505	TOMM5	translocase of outer mitochondrial membrane 5 homolog (yeast)	9	true	true	true	true	0.0	0.003	0.002	0.094
ENSG00000214736	100188893	TOMM6	translocase of outer mitochondrial membrane 6 homolog (yeast)	6	false	true	true	true	0.0	0.0	0.0138	0.074
ENSG00000196683	54543	TOMM7	translocase of outer mitochondrial membrane 7 homolog (yeast)	7	true	true	true	false	1.0	0.056	0.0888	0.481
ENSG00000154174	9868	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	3	true	true	true	true	0.0	0.0	0.2425	0.102
ENSG00000184428	116447	TOP1MT	topoisomerase (DNA) I, mitochondrial	8	true	true	true	true	0.0	0.958	0.9795	0.871
ENSG00000177302	7156	TOP3A	topoisomerase (DNA) III alpha	17	true	true	false	false	1.0	0.863	0.8285	0.913
ENSG00000141510	7157	TP53	tumor protein p53	17	false	true	true	false	0.0	0.0	0.017	0.058
ENSG00000120471	63970	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	11	false	true	true	false	0.0	0.003	0.159	0.847
ENSG00000111669	7167	TPI1	triosephosphate isomerase 1	12	true	true	false	false	0.0	0.0	0.0079	0.044
ENSG00000167460	7171	TPM4	tropomyosin 4	19	false	true	false	false	0.0	0.0	0.0536	0.13
ENSG00000166340	1200	TPP1	tripeptidyl peptidase I	11	false	true	true	false	0.0	0.0	0.0117	0.048
ENSG00000175104	7189	TRAF6	TNF receptor-associated factor 6, E3 ubiquitin protein ligase	11	false	true	true	true	0.0	0.0	0.0086	0.071
ENSG00000126602	10131	TRAP1	TNF receptor-associated protein 1	16	true	true	true	true	1.0	0.936	0.9966	0.905
ENSG00000170855	51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1	12	true	true	true	true	0.0	0.032	0.2835	0.068
ENSG00000043514	54802	TRIT1	tRNA isopentenyltransferase 1	1	true	true	true	false	1.0	0.106	0.9342	0.709
ENSG00000174173	54931	TRMT10C	tRNA methyltransferase 10 homolog C (S. cerevisiae)	3	true	true	true	true	1.0	0.577	0.9908	0.948
ENSG00000066651	60487	TRMT11	tRNA methyltransferase 11 homolog (S. cerevisiae)	6	true	true	false	false	0.0	0.063	0.1848	0.081
ENSG00000126814	57570	TRMT5	tRNA methyltransferase 5	14	false	true	true	false	0.0	0.065	0.6802	0.57
ENSG00000171103	55006	TRMT61B	tRNA methyltransferase 61B	2	true	true	true	false	0.0	0.203	0.7024	0.316
ENSG00000100416	55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	22	true	true	true	true	0.0	0.678	0.5353	0.438
ENSG00000072756	51095	TRNT1	tRNA nucleotidyl transferase, CCA-adding, 1	3	true	true	true	true	1.0	0.523	0.9988	0.884
ENSG00000069018	57113	TRPC7	transient receptor potential cation channel, subfamily C, member 7	5	false	true	false	false	1.0	0.821	0.8823	0.596
ENSG00000144481	79054	TRPM8	transient receptor potential cation channel, subfamily M, member 8	2	false	true	false	false	1.0	0.717	0.7492	0.917
ENSG00000167112	26995	TRUB2	TruB pseudouridine (psi) synthase family member 2	9	true	true	false	false	0.0	0.05	0.1636	0.59
ENSG00000123297	10102	TSFM	Ts translation elongation factor, mitochondrial	12	true	true	true	true	1.0	0.968	0.9908	0.944
ENSG00000100300	""	TSPO	translocator protein (18kDa)	22	true	true	true	true	0.0	0.02	0.3359	0.156
ENSG00000128311	7263	TST	thiosulfate sulfurtransferase (rhodanese)	22	true	true	true	true	1.0	0.659	0.8182	0.392
ENSG00000011295	54902	TTC19	tetratricopeptide repeat domain 19	17	true	true	true	true	1.0	0.996	0.9782	0.933
ENSG00000167552	7846	TUBA1A	tubulin, alpha 1a	12	false	true	false	false	0.0	0.007	0.0509	0.076
ENSG00000123416	10376	TUBA1B	tubulin, alpha 1b	12	false	true	false	false	0.0	0.007	0.0504	0.076
ENSG00000167553	84790	TUBA1C	tubulin, alpha 1c	12	false	true	false	false	0.0	0.007	0.0511	0.076
ENSG00000196230	""	TUBB	tubulin, beta class I	6	false	true	false	false	0.0	0.0	0.0288	0.103
ENSG00000176014	84617	TUBB6	tubulin, beta 6 class V	18	false	true	false	false	0.0	0.0	0.0603	0.068
ENSG00000178952	7284	TUFM	Tu translation elongation factor, mitochondrial	16	true	true	true	true	1.0	0.996	0.972	0.777
ENSG00000104723	7991	TUSC3	tumor suppressor candidate 3	8	false	true	true	false	1.0	0.253	0.9601	0.352
ENSG00000136810	7295	TXN	thioredoxin	9	false	true	true	false	0.0	0.0	0.4114	0.062
ENSG00000100348	25828	TXN2	thioredoxin 2	22	true	true	true	true	1.0	0.996	0.9948	0.921
ENSG00000184470	10587	TXNRD2	thioredoxin reductase 2	22	true	true	true	true	1.0	0.975	0.9773	0.907
ENSG00000137831	55075	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	15	false	true	true	true	1.0	0.358	0.1764	0.783
ENSG00000177889	7334	UBE2N	ubiquitin-conjugating enzyme E2N	12	false	true	false	false	0.0	0.143	0.457	0.378
ENSG00000120942	29914	UBIAD1	UbiA prenyltransferase domain containing 1	1	false	true	true	false	0.0	0.0	0.1419	0.08
ENSG00000109424	7350	UCP1	uncoupling protein 1 (mitochondrial, proton carrier)	4	true	true	true	false	0.0	0.0	0.0363	0.029
ENSG00000175567	7351	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)	11	true	true	true	false	0.0	0.0	0.0473	0.042
ENSG00000175564	7352	UCP3	uncoupling protein 3 (mitochondrial, proton carrier)	11	true	true	true	false	0.0	0.0	0.0308	0.032
ENSG00000076248	7374	UNG	uracil DNA glycosylase	12	true	true	true	false	0.0	0.103	0.5913	0.731
ENSG00000101019	55245	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	20	true	true	true	false	1.0	0.831	0.9685	0.785
ENSG00000137288	84300	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	6	true	true	true	true	0.0	0.013	0.2523	0.423
ENSG00000204922	790955	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	11	false	true	true	true	0.0	0.014	0.0646	0.03
ENSG00000184076	29796	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	22	true	true	true	false	1.0	0.374	0.7653	0.28
ENSG00000127540	10975	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	19	true	true	true	false	1.0	0.212	0.2949	0.338
ENSG00000156467	7381	UQCRB	ubiquinol-cytochrome c reductase binding protein	8	true	true	true	false	0.0	0.052	0.7558	0.284
ENSG00000010256	7384	UQCRC1	ubiquinol-cytochrome c reductase core protein I	3	true	true	true	true	1.0	0.996	0.9937	0.951
ENSG00000140740	7385	UQCRC2	ubiquinol-cytochrome c reductase core protein II	16	true	true	true	true	1.0	0.996	0.8094	0.83
ENSG00000169021	7386	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	19	true	true	true	true	1.0	0.996	0.8377	0.863
ENSG00000173660	7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein	1	true	true	true	false	0.0	0.223	0.002	0.058
ENSG00000233954	440567	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	1	false	true	true	false	0.0	0.22	0.0032	0.059
ENSG00000164405	27089	UQCRQ	ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa	5	true	true	true	true	0.0	0.249	0.8035	0.836
ENSG00000105176	8725	URI1	URI1, prefoldin-like chaperone	19	false	true	true	true	0.0	0.0	0.009	0.11
ENSG00000173915	84833	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)	10	true	true	true	true	0.0	0.013	2.0E-4	0.086
ENSG00000135093	84749	USP30	ubiquitin specific peptidase 30	12	false	true	true	false	1.0	0.987	0.73	0.868
ENSG00000139190	6843	VAMP1	vesicle-associated membrane protein 1 (synaptobrevin 1)	12	false	true	true	false	0.0	0.0	4.0E-4	0.166
ENSG00000204394	""	VARS	valyl-tRNA synthetase	6	false	true	true	false	0.0	0.0	0.0261	0.055
ENSG00000137411	""	VARS2	valyl-tRNA synthetase 2, mitochondrial	6	true	true	true	true	1.0	0.387	0.823	0.879
ENSG00000213585	7416	VDAC1	voltage-dependent anion channel 1	5	false	true	true	false	0.0	0.0	0.3892	0.139
ENSG00000165637	7417	VDAC2	voltage-dependent anion channel 2	10	true	true	true	true	0.0	0.007	0.1577	0.207
ENSG00000078668	7419	VDAC3	voltage-dependent anion channel 3	8	true	true	true	true	0.0	0.0	0.4923	0.112
ENSG00000026025	7431	VIM	vimentin	10	false	true	false	false	1.0	0.737	0.9878	0.749
ENSG00000197969	23230	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	9	false	true	false	true	0.0	0.0	0.4347	0.057
ENSG00000131475	84313	VPS25	vacuolar protein sorting 25 homolog (S. cerevisiae)	17	false	true	true	false	0.0	0.015	0.1411	0.397
ENSG00000102763	23078	VWA8	von Willebrand factor A domain containing 8	13	true	true	true	false	1.0	0.967	0.9697	0.854
ENSG00000116874	10352	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	1	true	true	true	true	1.0	0.86	0.7353	0.887
ENSG00000112290	8936	WASF1	WAS protein family, member 1	6	false	true	true	false	0.0	0.07	0.7019	0.349
ENSG00000274523	81554	WBSCR16	Williams-Beuren syndrome chromosome region 16	7	false	true	true	false	1.0	0.911	0.9914	0.858
ENSG00000163625	23001	WDFY3	WD repeat and FYVE domain containing 3	4	false	true	false	false	0.0	0.192	0.3923	0.293
ENSG00000167716	""	WDR81	WD repeat domain 81	17	true	true	true	false	0.0	0.009	0.0039	0.525
ENSG00000196236	63929	XPNPEP3	X-prolyl aminopeptidase 3, mitochondrial	22	true	true	true	false	0.0	0.876	0.9561	0.462
ENSG00000126215	7517	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	14	false	true	true	false	0.0	0.004	0.0246	0.06
ENSG00000166896	""	XRCC6BP1	XRCC6 binding protein 1	12	true	true	false	false	0.0	0.0	0.0283	0.232
ENSG00000139131	51067	YARS2	tyrosyl-tRNA synthetase 2, mitochondrial	12	true	true	true	false	1.0	0.721	0.974	0.817
ENSG00000182362	54059	YBEY	ybeY metallopeptidase (putative)	21	true	true	true	false	1.0	0.701	0.9845	0.862
ENSG00000136758	10730	YME1L1	YME1-like 1 ATPase	10	true	true	true	true	0.0	0.055	0.3139	0.445
ENSG00000196449	79693	YRDC	yrdC N(6)-threonylcarbamoyltransferase domain containing	1	false	true	true	true	1.0	0.303	0.9826	0.898
ENSG00000164924	7534	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta	8	false	true	true	false	0.0	0.004	0.0672	0.073
ENSG00000180011	284273	ZADH2	zinc binding alcohol dehydrogenase domain containing 2	18	true	true	true	false	0.0	0.206	0.6488	0.656
ENSG00000140836	463	ZFHX3	zinc finger homeobox 3	16	false	true	true	false	0.0	0.0	0.0016	0.075
ENSG00000130844	55422	ZNF331	zinc finger protein 331	19	false	true	false	true	0.0	0.0	0.1083	0.051
ENSG00000186918	55893	ZNF395	zinc finger protein 395	8	false	true	false	false	1.0	0.93	0.9413	0.916
ENSG00000243660	""	ZNF487	zinc finger protein 487	10	false	true	false	false	1.0	0.182	0.5185	0.711
ENSG00000189042	163081	ZNF567	zinc finger protein 567	19	false	true	false	true	0.0	0.0	0.1445	0.087
ENSG00000083814	79891	ZNF671	zinc finger protein 671	19	false	true	false	false	1.0	0.228	0.5476	0.889
ENSG00000142409	126208	ZNF787	zinc finger protein 787	19	false	true	false	true	0.0	0.0	0.0067	0.063
